row_id,user_post,state,city,provider,pred_sentiment,cluster_category,d_mbps,u_mbps,lat_ms,created_dt,tests,devices,sentiment_score
884,"The connection with Maxis in Keluang works fine most of the TIME, but there are occasional slowdowns.",Johor,Keluang,TIME,Neutral,Speed,19.01,11.7,30.22,18/1/2024,305,147,0.8
885,Happy with the speed from TIME in Keluang. Great for streaming and browsing.,Johor,Keluang,TIME,Positive,Speed,20.33,13.03,35.69,23/1/2024,370,178,0.99
886,Iâ€™ve had a reliable experience with the speed of TIME in Keluang; it gets the job done.,Johor,Keluang,TIME,Positive,Speed,23.53,13.34,33.19,11/1/2024,451,223,0.98
887,Astro in Keluang costs way too much for what you actually get. Not happy with it.,Johor,Keluang,Astro,Negative,Price,19.03,10.99,43.57,6/3/2024,326,220,0.98
888,Speed with Maxis in Keluang is way below what I expected. Itâ€™s so slow at TIMEs.,Johor,Keluang,TIME,Negative,Speed,20.13,7.52,28.04,11/1/2024,283,110,0.97
889,Astro in Keluang has surprisingly good speeds. Satisfied so far!,Johor,Keluang,Astro,Positive,Speed,20.01,8.34,45.37,3/3/2024,467,312,0.99
890,The internet speed from Astro in Keluang is disappointing. Constantly lags.,Johor,Keluang,Astro,Negative,Speed,21.05,9.77,43.87,3/2/2024,356,137,0.98
891,"I thought TIME in Keluang would be affordable, but the cost is just ridiculous for this quality.",Johor,Keluang,TIME,Negative,Price,22.15,7.82,32.59,19/3/2024,412,160,0.96
892,"""TIME's internet speed is fantastic; our team can easily collaborate on projects online.""",Johor,Keluang,TIME,Positive,Coverage,24.75,12.09,48.11,14/2/2024,252,159,0.99
893,"""Maxis provides exceptional coverage; our operations are seamless thanks to their reliable service.""",Johor,Keluang,Maxis,Positive,Coverage,20.48,6.59,47.67,2/3/2024,372,157,0.99
894,"""Astro's customer service never answers; I need assistance for my kids' schooling.""",Johor,Keluang,Astro,Negative,Customer Service,24.51,11.49,40.05,11/1/2024,311,116,0.98
895,"""Astro's support team takes too long to address our issues; itâ€™s frustrating.""",Johor,Keluang,Astro,Negative,Customer Service,23.8,9.01,37.35,5/2/2024,812,311,0.98
896,"""TIME's customer support in Keluang is responsive; they assist with my issues quicKuala Lumpury.""",Johor,Keluang,TIME,Positive,Customer Service,22.9,10.52,46.55,4/3/2024,333,126,0.96
897,"""In Keluang, Astro's customer service is lacking; it's hard to get help when I encounter issues.""",Johor,Keluang,Astro,Negative,Customer Service,19.29,7.87,35.03,11/2/2024,511,231,0.98
898,"TM, my Unifi connection is super slow in Keluang. Can you please get someone to check on this?",Johor,Keluang,Unifi,Negative,Speed & Coverage,22.45,10.47,33.14,31/1/2024,427,180,0.91
899,"Maxis connection in Keluang seems slower today. It's not down, but the speed is definitely reduced.",Johor,Keluang,Maxis,Negative,Speed,19.74,9.21,28.38,28/2/2024,651,212,0.94
900,Maxis in Keluang is terrible today. I've been trying to fix this for hours with no luck.,Johor,Keluang,Maxis,Negative,Coverage,17.53,6.48,32.02,9/3/2024,691,234,0.98
901,Maxis in Keluang has been much better this week. The connection is stable.,Johor,Keluang,Maxis,Positive,Coverage,18.75,11.16,39.87,29/2/2024,718,321,0.99
902,"Maxis in Keluang is fine overall, but I do notice a slight lag when loading pages.",Johor,Keluang,Maxis,Neutral,Speed,18.56,9.71,19.37,6/3/2024,1356,399,0.77
903,Unifi in Kemaman charges premium rates but doesnâ€™t deliver a premium service.,Terengganu,Kemaman,Unifi,Negative,Price,15.11,9.84,42.81,30/3/2024,187,91,0.93
904,Astro in Kemaman offers fast and reliable speeds. Pleased with the performance.,Terengganu,Kemaman,Astro,Positive,Speed,23.45,6.89,46.39,26/2/2024,135,58,0.99
905,"Honestly, Maxis in Kemaman doesnâ€™t live up to the promised speeds. Itâ€™s way too slow.",Terengganu,Kemaman,Maxis,Negative,Speed,24.68,11.14,37.28,14/2/2024,291,33,0.98
906,"TIME in Kemaman has raised prices, but the service quality hasnâ€™t improved. Feels like a rip-off.",Terengganu,Kemaman,TIME,Negative,Price,23.08,9.1,41.25,20/1/2024,265,54,0.98
907,Astro in Kemaman barely works during peak hours. Slow speeds are a big problem.,Terengganu,Kemaman,Astro,Negative,Speed,25.33,5.45,38.7,13/3/2024,190,90,0.97
908,Connection speed with Unifi in Kemaman has been inconsistent and frustrating.,Terengganu,Kemaman,Unifi,Negative,Speed,21.91,9.31,41.73,22/2/2024,238,25,0.98
909,I expected better speeds from TIME in Kemaman. Itâ€™s too slow for what I need.,Terengganu,Kemaman,TIME,Negative,Speed,24.16,9.67,46.52,31/1/2024,281,172,0.96
910,Speed with Maxis in Kemaman is way below what I expected. Itâ€™s so slow at TIMEs.,Terengganu,Kemaman,TIME,Negative,Speed,15.15,10.33,47.38,26/2/2024,192,165,0.97
911,Astro in Kemaman feels like they care more about money than service. The price just keeps going up.,Terengganu,Kemaman,Astro,Negative,Price,22.56,5.25,32.58,13/3/2024,282,41,0.97
912,"Unifi in Kemaman provides average speeds, sufficient for my daily use.",Terengganu,Kemaman,Unifi,Positive,Speed,14.1,6.93,42.38,3/1/2024,191,161,0.85
913,The connection speed with Unifi in Kemaman has been solid. Happy with it!,Terengganu,Kemaman,Unifi,Positive,Speed,14.48,8.87,48.27,5/2/2024,260,98,0.99
914,Unifi in Kemaman has delivered on its speed promises. Good connection overall.,Terengganu,Kemaman,Unifi,Positive,Speed,21.47,5.92,45.44,17/2/2024,269,246,0.99
915,Unifi in Kemaman needs to improve their speeds. Connection is unstable too often.,Terengganu,Kemaman,Unifi,Negative,Speed,21.68,5.37,36.22,31/1/2024,120,117,0.95
916,"""Unifiâ€™s internet connection is poor; my kids struggle with their online studies.""",Terengganu,Kemaman,Unifi,Negative,Coverage,21.15,8.44,43.66,31/3/2024,233,212,0.98
917,"""Astro's internet drops during our business operations; it's frustrating and affects our clients.""",Terengganu,Kemaman,Astro,Negative,Coverage,15.6,12.12,48.31,31/1/2024,125,43,0.98
918,"""TIME's service has been very dependable; we can work without worrying about interruptions.""",Terengganu,Kemaman,TIME,Positive,Coverage,15.87,7.29,43.4,4/3/2024,306,51,0.98
919,"""Unifi's connection is often slow; it affects our ability to communicate with clients effectively.""",Terengganu,Kemaman,Unifi,Negative,Coverage,23.31,12.47,34.9,13/1/2024,45,11,0.94
920,"""Unifi's frequent outages disrupt our ability to conduct business; itâ€™s a major issue.""",Terengganu,Kemaman,Unifi,Negative,Coverage,19.39,12.29,47.81,2/2/2024,81,23,0.98
921,"""Unifi's frequent outages during work hours hinder our ability to connect with clients.""",Terengganu,Kemaman,Unifi,Negative,Coverage,15.44,9.74,35.47,6/1/2024,125,12,0.96
922,"""TIME's customer service is helpful; they resolve issues quicKuala Lumpury and efficiently.""",Terengganu,Kemaman,TIME,Positive,Customer Service,25.24,8.18,32.79,15/1/2024,299,56,0.99
923,Noticed that TM Unifi has been a bit slower than usual in Kemaman. Could it be due to maintenance work?,Terengganu,Kemaman,Unifi,Negative,Speed,17.85,7.21,39.18,14/3/2024,14,14,0.58
924,Is the TIME network in Kemaman being worked on? Noticing some small issues with speed since 9am,Terengganu,Kemaman,TIME,Neutral,Speed,26.39,11.64,30.85,21/3/2024,53,52,0.52
925,TIME connection in Kemaman seems slower than usual. Not sure if it's an outage or just my connection.,Terengganu,Kemaman,TIME,Negative,Speed,25.21,7.85,37.31,21/1/2024,66,54,0.94
926,TM Unifi in Kemaman has been down all day. What is going on with the service?,Terengganu,Kemaman,Unifi,Negative,Coverage & Customer Service,25.31,8.4,46.87,8/3/2024,31,29,0.96
927,TM Unifi in Kemaman is performing great today. No drops in connection!,Terengganu,Kemaman,Unifi,Positive,Coverage,27.04,11.32,42.22,18/1/2024,78,74,0.99
928,Astro in Kemaman has been fast and reliable all week. Keep it up!,Terengganu,Kemaman,Astro,Positive,Speed,21.97,6.52,43.64,7/3/2024,44,31,0.99
929,Astro in Kemaman has been a bit sluggish today. Wondering if it's just me or everyone else too.,Terengganu,Kemaman,Astro,Negative,Coverage,23.76,8.79,34.47,4/1/2024,68,65,0.79
930,"Unifi in Kemaman is working, though not as fast as usual. Still usable though!",Terengganu,Kemaman,Unifi,Positive,Speed,17.86,5.17,40.69,29/3/2024,311,16,0.7
931,Astro in Kemaman has been unstable all week. I'm seriously considering switching providers.,Terengganu,Kemaman,Astro,Negative,Coverage & Customer Service,16.88,8.33,31.6,16/3/2024,58,21,0.98
932,Astro in Kemaman is basically unusable. What are we even paying for?,Terengganu,Kemaman,Astro,Negative,Price & Coverage,19.62,9.53,38.47,8/3/2024,189,33,0.98
933,TIME in Kemaman is performing much better than last week. Thanks for the improvements!,Terengganu,Kemaman,TIME,Positive,Coverage,20.8,11.09,34.54,5/2/2024,84,58,0.99
934,Unifi in Kemaman is performing really well today. Thanks for the stability!,Terengganu,Kemaman,Unifi,Positive,Coverage,18.74,8.44,43.87,30/3/2024,144,56,0.99
935,"Maxis in Kemaman is functional, but the speed isn't as fast as usual. Anyone else experiencing this?",Terengganu,Kemaman,Maxis,Neutral,Speed & Coverage,19.17,9.31,34.22,19/2/2024,69,65,0.51
936,"Unifi in Kemaman is fine, but I feel like there's a bit of a delay when loading sites today.",Terengganu,Kemaman,Unifi,Neutral,Speed,25.28,9.31,47.88,28/2/2024,79,75,0.86
937,Astro in Kemaman keeps disconnecting. This is beyond frustrating!,Terengganu,Kemaman,Astro,Negative,Coverage,24.19,10.13,39.94,24/1/2024,51,48,0.98
938,TIME in Kemaman is super slow. I'm struggling just to load a basic webpage.,Terengganu,Kemaman,TIME,Negative,Speed,22.4,11.11,40.88,23/2/2024,61,51,0.97
939,TIME in Kemaman is super slow. Can't get through a single task without being interrupted.,Terengganu,Kemaman,TIME,Negative,Speed,18.01,11.84,37.71,22/2/2024,38,31,0.98
940,"Unifi in Kemaman has been surprisingly good. No issues at all today, just smooth sailing.",Terengganu,Kemaman,Unifi,Positive,Coverage,24.52,6.71,44.8,10/1/2024,21,18,0.99
941,Maxis in Kemaman is surprisingly fast today! It's been running smoothly for hours now.,Terengganu,Kemaman,Maxis,Positive,Speed,15.32,9.06,32.21,4/2/2024,31,11,0.99
942,"TIME in Kemaman is working really well. Speeds are fast, and I haven't had any interruptions all day.",Terengganu,Kemaman,TIME,Positive,Speed & Coverage,21.73,7.04,33.36,20/3/2024,48,45,0.99
943,"Maxis in Kemaman is impressively fast today. Loving the smooth connection, no complaints!",Terengganu,Kemaman,Maxis,Positive,Speed & Coverage,21.45,8.62,41.89,3/3/2024,102,91,0.99
944,"Maxis in Kemaman is super fast and reliable today. Haven't experienced any issues, just smooth sailing!",Terengganu,Kemaman,Maxis,Positive,Speed,14.1,12.22,14.16,17/1/2024,98,41,0.99
945,Unifi in Keningau has surprisingly good speeds. Satisfied so far!,Sabah,Keningau,Unifi,Positive,Speed,18.09,5.8,45.78,23/2/2024,60,56,0.99
946,Speed with TIME in Keningau is way below what I expected. Itâ€™s so slow at TIMEs.,Sabah,Keningau,TIME,Negative,Speed,18.36,5.26,48.32,16/1/2024,66,2,0.94
947,Unifi in Keningau charges premium rates but doesnâ€™t deliver a premium service.,Sabah,Keningau,Unifi,Negative,Price,24.1,8.59,48.09,8/2/2024,66,41,0.93
948,"For the cost, Astro in Keningau is definitely worth it. Good value!",Sabah,Keningau,Astro,Positive,Price,23.55,9.99,46.8,17/3/2024,90,90,0.98
949,"Maxis in Keningau offers services at a fair price, but I'm looking for better options.",Sabah,Keningau,Maxis,Neutral,Price,20.57,6.98,47.17,20/1/2024,1,1,0.72
950,"Honestly, Astro in Keningau doesnâ€™t live up to the promised speeds. Itâ€™s way too slow.",Sabah,Keningau,Astro,Negative,Speed,21.84,11.44,48.16,15/2/2024,37,29,0.97
951,Unifi in Keningau has speed issues almost every day. Frustrating to deal with!,Sabah,Keningau,Unifi,Negative,Speed,15.83,9.17,46.31,2/3/2024,7,2,0.98
952,Using Astro in Keningau has been smooth. No issues with speed at all.,Sabah,Keningau,Astro,Positive,Speed,21.21,8.25,48.25,24/3/2024,37,5,0.94
953,"TIME in Keningau keeps disconnecting, making it hard to get anything done.",Sabah,Keningau,TIME,Negative,Speed,18.45,6.34,45.93,30/1/2024,82,4,0.97
954,TIME in Keningau is just too pricey. They keep charging more but the service doesnâ€™t improve.,Sabah,Keningau,TIME,Negative,Price,23.96,11.33,46.5,24/2/2024,13,10,0.98
955,"Iâ€™m paying too much for Maxis in Keningau, especially given the quality of service provided.",Sabah,Keningau,Maxis,Negative,Price,15.9,6.44,47.15,23/2/2024,33,16,0.95
956,Unifi in Keningau has speed issues almost every day. Frustrating to deal with!,Sabah,Keningau,Unifi,Negative,Speed,17.08,7.6,45.16,26/3/2024,44,28,0.98
957,Unifi in Keningau has surprisingly good speeds. Satisfied so far!,Sabah,Keningau,Unifi,Positive,Speed,16.21,8.5,45.76,15/3/2024,212,102,0.99
958,"The rates for Unifi in Keningau are affordable, and the service is good for the price.",Sabah,Keningau,Unifi,Positive,Price,23.73,8.01,48.02,14/3/2024,125,88,0.99
959,"Unifi in Keningau has expensive rates, but their service doesnâ€™t match up. Very disappointed.",Sabah,Keningau,Unifi,Negative,Price,21.5,11.68,48.16,22/3/2024,102,99,0.98
960,Astro in Keningau is worth the cost. Iâ€™m satisfied with the value.,Sabah,Keningau,Astro,Positive,Price,18.47,9.29,46.98,23/2/2024,80,76,0.91
961,Happy with the speed from TIME in Keningau. Great for streaming and browsing.,Sabah,Keningau,TIME,Positive,Speed,14.69,8.21,48.03,18/2/2024,47,4,0.99
962,"Iâ€™m paying too much for Unifi in Keningau, especially given the quality of service provided.",Sabah,Keningau,Unifi,Negative,Price,19.87,7.63,46.91,5/1/2024,51,50,0.94
963,"TIME in Keningau has expensive rates, but their service doesnâ€™t match up. Very disappointed.",Sabah,Keningau,TIME,Negative,Price,18.86,9.63,48.02,29/2/2024,82,5,0.98
964,"The connection with Unifi in Keningau works fine most of the TIME, but there are occasional slowdowns.",Sabah,Keningau,TIME,Neutral,Speed,19.49,12.21,44.99,15/1/2024,48,4,0.75
965,"""Maxis provides great speed; my students can easily access online learning materials.""",Sabah,Keningau,Maxis,Positive,Coverage,19.23,8.53,45.82,29/2/2024,53,4,0.99
966,"""Astro's internet quality fluctuates; it disrupts our online transactions.""",Sabah,Keningau,Astro,Negative,Coverage,20.04,8.23,47.2,3/2/2024,43,3,0.89
967,"""Maxis provides decent internet in Keningau; we can hold meetings without major disruptions.""",Sabah,Keningau,Maxis,Positive,Coverage,15.01,10.62,47.78,2/3/2024,82,5,0.94
968,"""TIMEâ€™s service in Keningau is impressive; we can smoothly conduct our business online.""",Sabah,Keningau,TIME,Positive,Coverage,17.08,11.71,44.95,29/1/2024,97,2,0.99
969,"""TIMEâ€™s internet speed in Keningau is consistent; it allows us to work without interruptions.""",Sabah,Keningau,TIME,Positive,Coverage,18.82,5.26,45.18,20/2/2024,1,1,0.97
970,"""Astro's poor customer service response TIMEs lead to frustration; we need TIMEly assistance.""",Sabah,Keningau,Astro,Negative,Customer Service,15.15,7.8,47.49,15/3/2024,123,73,0.98
971,"""Astro's customer support in Keningau is slow; they take ages to respond to my queries.""",Sabah,Keningau,Astro,Negative,Customer Service,19.3,5.74,46.59,13/1/2024,90,3,0.98
972,"""The service from Astro in Keningau is just pathetic; they never respond when I reach out for help!""",Sabah,Keningau,Astro,Negative,Customer Service,16.25,7.35,46.63,26/3/2024,2,2,0.98
973,"""Astro's customer service in Keningau is frustrating; they take ages to respond!""",Sabah,Keningau,Astro,Negative,Customer Service,20.6,8.95,46.91,30/3/2024,36,16,0.98
974,"Astro, pleaseee, my internet has been down in Keningau for 3 days alreadyy, get it fixeddd.",Sabah,Keningau,Astro,Negative,Coverage,24.91,13.89,41.15,19/1/2024,223,69,0.92
975,"The price point for Unifi in Kerian is reasonable, though I wouldn't call it a deal.",Perak,Kerian,Unifi,Neutral,Price,18.32,7.91,36.78,2/2/2024,185,21,0.79
976,"Overall, the cost for Astro in Kerian is fair, but it could be more competitive.",Perak,Kerian,Astro,Neutral,Price,16.41,11.5,36.88,28/3/2024,153,32,0.59
977,Iâ€™ve had a reliable experience with the speed of Unifi in Kerian; it gets the job done.,Perak,Kerian,Unifi,Positive,Speed,17.04,5.49,35.74,18/3/2024,412,19,0.99
978,"For what Iâ€™m paying, Maxis in Kerian should provide better service. The cost is just not right.",Perak,Kerian,Maxis,Negative,Price,16.35,6.49,37.02,24/3/2024,432,15,0.92
979,"Overall, the speed from TIME in Kerian meets my requirements, though itâ€™s not remarkable.",Perak,Kerian,TIME,Neutral,Speed,17.32,8.34,36.42,3/2/2024,167,145,0.67
980,Astro in Kerian charges premium rates but doesnâ€™t deliver a premium service.,Perak,Kerian,Astro,Negative,Price,17.82,5.24,36.97,5/3/2024,143,135,0.94
981,TIME in Kerian is fairly priced for what they offer. Happy with it so far!,Perak,Kerian,TIME,Positive,Price,16.74,6.49,35.45,3/3/2024,408,51,0.98
982,"""Maxis provides great value for money; my kids can stream and learn without interruptions.""",Perak,Kerian,Maxis,Positive,Coverage,14.89,5.94,35.93,22/1/2024,16,12,0.99
983,"""Unifi's slow internet during peak hours is unacceptable; it disrupts my classes.""",Perak,Kerian,Unifi,Negative,Coverage,15.93,5.28,35.78,23/3/2024,351,321,0.98
984,"""Maxis is a fantastic provider; my online teaching experience is seamless.""",Perak,Kerian,Maxis,Positive,Coverage,17.61,6.71,37.11,3/1/2024,318,36,0.99
985,"""TIME provides consistent service; our team can work remotely without any connectivity issues.""",Perak,Kerian,TIME,Positive,Coverage,17,7.52,35.79,22/1/2024,284,124,0.96
986,"""Astro's customer service never answers; I need help during lectures.""",Perak,Kerian,Astro,Negative,Customer Service,16.11,9.83,36.67,22/1/2024,51,41,0.97
987,"""Astro's customer support in Kerian is lacking; they take too long to address issues.""",Perak,Kerian,Astro,Negative,Customer Service,18.32,6.24,37.34,29/2/2024,243,214,0.98
988,"""Astro's customer support in Kerian is unhelpful; they donâ€™t resolve issues quicKuala Lumpury.""",Perak,Kerian,Astro,Negative,Customer Service,16.78,5.94,36.38,25/1/2024,25,23,0.98
